user_id,group_pp
14605950,1
14605974,1
14606334,2
14606410,2
14606438,2
14606550,3
14606716,1
14606834,1
14606928,2
14606986,2
14607084,2
14607086,1
14607114,3
14607156,2
14607168,3
14607224,3
14607240,3
14607342,1
14607346,2
14607438,2
14607448,2
14607500,3
14607520,3
14607550,1
14607564,2
14607668,2
14607722,1
14607778,3
14607812,3
14607858,1
14607866,3
14608032,3
14608036,2
14608184,1
14608298,1
14608332,3
14608404,2
14608588,2
14608610,1
14608688,1
14608764,1
14608770,3
14608812,3
14608814,3
14608830,1
14608870,1
14608960,2
14609000,1
14609024,2
14609060,3
14609080,1
14609114,2
14609132,2
14609136,1
14609170,1
14609172,1
14609180,2
14609186,1
14609214,2
14609436,1
14609464,2
14609490,3
14609502,3
14609532,1
14609644,2
14609820,2
14609850,2
14609902,1
14609926,3
14609948,1
14609990,2
14610120,2
14610152,1
14610266,2
14610290,1
14610300,1
14610326,1
14610700,1
14610744,2
14610780,3
14610804,2
14610832,2
14610856,2
14610930,2
14610940,2
14610968,3
14610980,1
14611062,1
14611112,1
14611188,3
14611276,3
14611316,1
14611370,3
14611374,2
14611378,1
14611416,1
14611440,2
14611456,3
14611470,3
14611492,1
14611514,2
14611528,3
14611550,1
14611574,1
14611600,2
14611646,3
14611664,3
14611676,2
14611706,1
14611710,2
14611736,3
14611808,3
14611850,2
14611920,3
14611926,1
14611950,2
14611960,1
14612046,1
14612180,1
14612192,1
14612248,1
14612252,3
14612268,2
14612316,3
14612426,2
14612482,1
14612492,2
14612588,2
14612728,1
14612744,2
14612754,2
14612956,1
14613010,1
14613020,1
14613182,1
14613308,3
14613312,1
14613386,2
14613454,3
14613460,3
14613468,1
14613624,3
14613708,2
14613890,2
14614078,1
14614210,2
14614272,3
14614334,2
14614406,3
14614418,2
14614430,3
14614464,1
14614492,1
14614578,2
14614588,1
14614654,1
14614664,2
14614690,3
14614722,2
14614760,2
14614778,3
14614794,1
14614838,2
14614934,3
14614982,2
14615030,3
14615036,3
14615090,2
14615236,3
14615288,1
14615314,2
14615398,2
14615412,1
14615738,1
14615872,2
14615964,2
14615982,1
14616058,3
14616070,1
14616100,3
14616102,2
14616184,3
14616236,2
14616348,3
14616500,1
14616502,3
14616616,3
14616878,3
14617258,1
14617308,2
14617416,1
14617486,3
14617534,1
14617616,2
14617662,2
14617682,3
14617690,1
14617768,1
14617780,2
14617808,3
14617818,1
14617858,2
14617888,1
14617964,3
14617990,1
14618022,3
14618126,2
14618134,2
14618194,2
14618278,1
14618286,2
14618302,3
14618408,3
14618552,3
14618672,1
14618702,3
14618756,2
14618760,3
14618788,3
14618850,2
14618966,2
14619096,1
14619108,1
14619152,2
14619174,2
14619258,3
14619314,3
14619432,1
14619468,2
14619674,1
14620118,2
14620340,2
14620344,2
14620424,1
14620426,2
14620466,1
14620488,1
14620518,2
14620588,3
14620644,2
14620678,2
14620696,1
14620708,3
14620730,3
14620740,3
14620758,3
14620806,1
14620826,2
14621142,2
14621236,2
14621250,3
14621266,3
14621430,3
14621506,2
14621562,1
14621622,1
14621712,2
14621770,1
14622032,2
14622066,3
14622124,1
14622226,1
14622322,2
14622442,1
14622586,3
14622596,3
14623118,2
14623328,1
14623330,3
14623448,3
14623452,3
14623500,2
14623532,2
14623574,2
14623620,1
14623648,1
14623650,1
14623692,2
14623696,3
14623728,3
14623752,2
14623798,1
14623824,2
14623826,3
14623846,1
14623892,2
14623894,2
14623914,3
14623964,3
14624052,2
14624054,2
14624106,3
14624132,2
14624152,2
14624200,2
14624268,1
14624354,1
14624442,2
14624596,1
14624616,1
14624620,2
14624632,2
14624704,1
14624800,2
14624812,1
14624908,3
14624958,2
14624974,2
14625000,3
14625066,1
14625196,2
14625210,1
14625898,2
14625906,2
14625994,3
14626020,1
14626044,2
14626052,1
14626146,1
14626262,3
14626288,3
14626370,2
14626552,3
14626564,1
14626584,1
14626610,2
14626748,2
14626750,2
14626756,3
14626806,3
14626840,1
14626850,1
14626872,1
14626990,2
14627026,3
14627050,1
14627086,1
14627096,2
14627282,1
14627410,3
14627428,3
14627438,1
14627518,2
14627540,1
14627558,3
14627568,2
14627812,1
14627844,3
14628154,2
14628780,2
14628848,2
14628928,2
14629010,2
14629072,2
14629172,1
14629208,2
14629332,1
14629378,2
14629384,2
14629560,1
14629566,1
14629588,2
14629600,3
14629616,3
14629702,2
14629708,3
14629724,3
14629776,3
14629780,2
14629850,3
14629888,1
14629906,2
14629934,2
14630030,3
14630256,3
14630324,1
14630332,3
14630412,1
14630640,1
14630680,2
14630692,1
14630696,2
14630810,3
14630816,3
14630904,3
14630938,2
14630946,2
14630954,2
14630980,3
14631086,3
14631102,2
14631194,3
14631272,1
14631276,1
14631412,1
14631500,3
14631662,1
14631674,3
14631704,2
14631718,1
14631750,1
14631812,2
14631988,3
14632038,2
14632058,3
14632082,3
14632154,1
14632162,2
14632290,2
14632320,3
14632466,2
14632712,1
14633022,1
14633082,3
14633102,1
14633152,2
14633166,3
14633288,3
14633338,1
14633408,1
14633422,1
14633460,2
14633466,2
14633594,3
14633598,2
14633626,1
14633668,3
14633686,3
14633688,3
14633748,1
14633758,2
14633810,3
14633852,3
14633870,3
14634032,2
14634040,2
14634088,1
14634210,1
14634238,2
14634278,2
14634304,3
14634314,2
14634320,2
14634322,3
14634352,2
14634394,2
14634424,2
14634538,3
14634646,2
14634914,1
14634936,3
14635006,2
14635012,2
14635016,3
14635138,3
14635160,2
14635218,3
14635248,2
14635280,1
14635296,2
14635360,2
14635376,1
14635556,3
14635604,2
14635640,1
14635678,2
14635730,2
14635874,2
14635952,2
14635984,3
14636582,2
14636598,3
14636620,1
14636632,1
14636712,2
14636752,1
14636828,2
14636866,1
14636980,1
14637124,1
14637126,2
14637136,2
14637142,3
14637158,1
14637266,3
14637316,3
14637472,1
14637568,2
14637600,2
14637636,1
14637658,3
14637724,2
14637984,2
14638102,3
14638178,1
14638184,1
14638188,1
14638212,2
14638350,3
14638398,1
14638502,3
14638520,2
14638544,1
14638656,1
14638672,2
14638694,1
14638728,1
14638756,2
14638828,1
14638928,2
14638944,2
14638964,2
14639004,1
14639006,3
14639126,3
14639128,2
14639202,1
14639252,3
14639418,2
14639784,3
14639976,1
14639994,2
14640140,3
14640160,2
14640174,2
14640208,1
14640226,1
14640254,3
14640308,2
14640376,3
14640482,2
14640560,3
14640586,1
14640604,3
14640610,3
14640612,3
14640654,1
14640714,2
14640744,2
14640756,1
14640868,2
14640894,3
14640918,3
14640934,1
14640944,2
14641006,3
14641022,3
14641046,2
14641230,1
14641246,2
14641372,1
14641396,1
14641426,1
14641444,2
14641504,3
14641534,2
14641548,1
14641676,2
14641736,2
14641792,1
14641822,2
14641836,2
14641840,1
14641868,2
14641902,1
14641924,2
14642100,3
14642132,1
14642156,3
14642200,2
14642204,2
14642236,2
14642242,1
14642330,3
14642638,1
14642668,2
14642672,3
14642696,1
14642698,2
14642716,1
14642868,3
14642924,2
14642936,2
14642996,1
14643100,3
14643146,3
14643154,2
14643180,3
14643214,1
14643288,3
14643298,2
14643340,3
14643384,2
14643404,1
14643422,1
14643488,2
14643494,1
14643590,3
14643598,2
14643626,3
14643814,3
14643868,1
14644100,1
14644152,3
14644314,3
14644454,2
14644502,3
14644518,2
14645114,3
14645164,2
14645210,3
14645264,1
14645266,1
14645276,3
14645304,2
14645390,2
14645466,2
14645482,1
14645574,3
14645638,2
14645660,1
14645676,1
14645782,1
14645840,3
14645844,1
14645928,3
14646066,1
14646070,3
14646140,2
14646142,2
14646160,1
14646234,1
14646296,1
14646314,3
14646758,1
14646846,2
14646978,2
14647010,1
14647624,1
14647642,2
14647722,2
14647862,2
14647978,2
14648098,3
14648110,1
14648350,3
14648514,2
14648518,1
14648534,3
14648562,1
14648640,2
14648650,3
14648732,1
14648816,1
14648822,2
14648848,1
14649038,1
14649070,3
14649098,2
14649180,3
14649348,2
14649482,2
14649548,3
14649554,3
14649844,2
14650170,1
14650250,3
14650392,3
14650572,1
14650584,2
14650642,3
14650712,1
14650738,2
14650816,3
14650870,2
14650910,3
14651048,3
14651350,1
14651370,3
14651400,1
14651440,2
14651462,2
14651494,2
14651500,1
14651650,2
14651744,1
14651884,1
14651890,3
14651908,1
14652102,2
14652122,3
14652130,1
14652168,3
14652192,2
14652212,3
14652474,2
14652700,2
14652750,3
14652814,1
14652842,3
14652874,1
14652938,2
14653598,2
14653602,2
14653636,3
14653708,3
14653772,3
14653788,2
14653798,1
14653836,3
