user_id,group_pp
8240400,3
8242824,1
8245200,1
8265584,2
8269072,2
8325392,1
8338896,3
8340592,3
8341848,3
8344448,3
8351872,1
8356792,1
8359176,1
8359656,3
8368504,3
8400416,1
8401240,1
8409048,2
8419032,2
8421856,2
8440448,2
8452464,1
8468128,1
8473432,1
8479760,2
8499904,1
8516352,2
8520312,1
8548008,2
8566456,2
8571416,1
8603888,2
8633064,2
8633760,2
8643880,1
8644928,1
8646312,1
8654784,1
8657680,2
8660480,2
8670160,3
8676504,1
8680472,1
8685296,1
8742512,1
8799488,1
8805120,1
8805568,2
8806288,1
8830784,1
8852640,2
8853776,3
8853968,2
8858808,3
8870808,1
8877208,2
8877808,2
8889072,2
8890616,2
8891824,2
8914360,1
8934128,2
8941200,1
8960880,3
8973520,1
8981416,1
8983744,2
9006456,3
9016280,2
9020008,3
9032744,1
9078032,1
9089696,2
9113568,2
9118920,2
9186456,3
9225488,1
9264104,1
9299936,1
9307632,1
9325816,1
9328952,1
9341752,3
9343208,2
9398488,1
9398872,3
9404496,1
9421872,1
9440608,1
9453640,1
9470440,3
9471392,1
9472240,3
9540056,2
9565392,2
9568592,1
9579296,1
9601992,1
9634512,1
9646768,1
9657472,1
9669504,3
9670680,1
9672312,2
9702560,1
9708192,2
9716424,3
9728280,1
9767128,1
9798224,1
9804128,2
9804568,3
9819752,1
9830088,1
9836240,3
9839240,2
9846048,2
9848152,3
9858584,1
9861960,2
9864072,2
9880408,3
9922248,3
9927832,3
9954632,2
9960288,1
10031408,1
10037264,3
10038368,1
10041864,2
10049456,2
10059920,2
10088624,1
10101248,3
10113960,1
10126008,2
10126424,2
10161064,1
10212416,2
10240200,1
10247640,2
10258824,3
10264576,3
10268600,1
10272568,2
10279792,1
10280704,1
10287392,1
10307920,2
10318960,1
10321088,2
10321352,3
10321400,1
10349616,2
10378968,1
10398304,2
10399008,2
10450984,2
10465352,2
10470576,3
10482472,2
10489640,2
10497280,2
10503512,2
10518984,2
10542176,3
10550480,2
10561648,1
10568544,1
10569248,1
10580688,1
10585320,1
10599008,2
10600936,1
10601448,2
10614328,3
10628376,2
10644944,2
10647648,2
10692864,3
10697744,2
10720552,2
10723856,3
10724352,2
10732792,3
10738792,2
10755992,1
10774080,2
10781552,2
10801496,3
10801864,1
10809840,1
10833008,2
10847584,3
10976704,2
11004440,3
11020360,3
11028936,2
11042032,3
11056880,3
11063792,3
11103464,1
11126928,3
11131632,1
11169104,2
11174384,1
11188264,1
11201896,1
11214856,3
11238752,2
11247128,1
11248608,3
11277976,3
11319016,2
11343976,3
11349848,1
11350328,2
11361968,3
11386096,3
11390400,3
11398664,2
11409720,2
11431432,3
11446456,3
11452104,2
11453360,1
11482952,2
11492936,2
11506904,2
11516144,1
11528440,3
11534232,2
11538720,2
11543800,2
11548784,2
11551440,3
11551976,2
11556752,2
11557896,2
11559480,1
11581208,2
11586760,3
11598320,3
11608744,1
11614280,1
11668104,1
11668680,2
11671928,2
11678416,3
11679584,1
11680056,1
11685808,3
11698592,2
11700432,1
11721976,2
11726952,1
11729384,2
11747992,3
11749672,1
11759296,2
11772496,3
11778360,1
11782008,1
11786488,1
11791448,2
11850248,3
11864232,1
11864608,1
11875264,1
11884464,2
11899744,2
11901880,1
11913720,2
11933328,2
11935864,3
11980888,1
11988568,3
11998968,2
12014720,3
12026824,3
12038472,2
12039008,1
12053320,2
12062648,2
12071712,1
12074408,3
12074648,3
12075376,3
12080488,2
12103728,1
12112912,3
12127408,2
12136920,2
12152328,1
12153944,2
12161224,1
12169184,2
12172824,1
12199264,1
12221968,2
12222752,1
12223040,2
12227952,2
12237752,2
12249400,2
12276384,1
12291440,3
12328232,3
12345360,2
12407088,1
12407128,3
12415832,1
12438472,2
12445688,3
12448184,2
12484320,2
12484528,2
12500256,2
12552696,1
12553432,1
12565362,3
12565388,2
12566344,2
12569072,1
12572216,3
12574422,2
12575560,2
12576866,1
12578368,2
12582488,2
12590534,3
12596088,1
12597376,3
12600732,1
12601862,2
12601956,3
12602592,2
12607034,2
12609180,3
12614572,1
12615070,1
12620018,2
12621266,3
12625508,2
12628300,3
12631474,2
12633098,2
12635844,3
12636740,2
12638454,1
12643990,3
12648202,1
12653754,2
12661466,2
12664728,2
12667956,1
12671018,1
12676336,1
12680324,2
12682772,3
12683438,3
12684714,2
12685884,1
12693518,1
12700540,2
12703474,3
12707582,2
12710772,3
12711104,2
12712830,1
12719396,1
12727592,1
12730856,2
12739014,1
12743244,2
12743836,1
12745296,2
12747184,3
12749396,3
12749798,3
12754704,1
12755934,2
12759170,3
12762430,1
12763074,2
12764878,1
12766014,3
12766856,3
12769072,3
12772182,2
12773188,1
12775112,2
12787730,1
12789920,1
12791420,3
12791490,1
12792872,2
12798016,1
12801226,3
12807662,2
12809206,3
12809714,3
12816310,2
12816700,2
12816728,3
12818066,1
12818662,1
12823974,1
12830396,3
12834882,3
12841618,1
12843920,3
12844654,1
12844940,2
12846360,2
12849172,2
14000346,3
14009796,2
14011510,2
14016296,3
14017314,1
14017944,3
14027658,2
14028214,1
14031402,1
14031810,1
14034038,3
14038874,2
14042798,3
14043720,3
14046100,2
14051522,1
14052918,2
14054570,1
14060394,1
14061406,1
14063076,1
14063952,2
14065478,2
14067878,3
14074138,1
14077854,2
14077916,1
14081266,2
14082050,3
14082272,1
14085830,3
14087586,2
14088090,3
14090990,2
14093784,2
14094232,1
14095632,1
14097588,3
14099664,2
14099858,1
14100426,2
14100914,1
14101794,3
14102562,3
14105892,1
14107744,3
14108702,2
14110706,2
14112224,2
14113460,2
14113498,1
14113896,2
14115304,2
14115780,1
14119688,2
14120470,2
14127368,3
14128188,3
14134046,1
14143234,3
14145244,3
14146178,1
14148016,1
14149786,3
14152532,3
14154652,3
14156006,2
14159990,1
14164838,1
14167474,3
14170034,3
14172904,1
14173528,2
14173768,1
14174108,2
14175152,3
14176314,3
14176420,2
14180134,1
14180140,2
14180950,2
14186010,1
14188102,1
14189446,2
14191714,1
14194886,3
14195924,3
14201842,2
14202634,3
14203114,1
14207046,1
14210590,3
14214346,3
14214660,3
14217110,2
14217188,1
14218768,1
14218912,3
14220540,1
14228950,3
14229612,1
14229888,1
14232150,3
14235294,3
14235494,3
14236396,3
14238422,2
14239422,2
14242252,2
14244254,2
14249194,1
14251358,2
14252590,3
14253924,1
14260576,1
14262324,1
14263752,3
14264806,2
14268910,1
14270356,2
14271962,3
14271988,3
14272094,2
14275322,1
14279084,1
14279404,3
14280186,3
14280478,3
14281358,2
14282856,1
14283408,1
14286614,3
14292072,1
14292524,2
14295544,3
14296686,1
14298046,2
14299690,1
14300376,1
14300528,1
14300574,1
14301154,1
14302504,2
14303774,1
14304104,1
14307090,1
14314816,2
14315040,1
14315880,3
14321288,2
14322952,1
14323238,2
14324230,3
14326964,1
14327130,3
14332664,1
14334940,2
14335182,3
14335616,2
14336092,3
14337214,1
14340472,1
14343370,3
14346746,1
14348306,2
14351080,3
14352706,1
14358970,3
14360128,1
14364710,1
14364824,1
14367756,1
14367898,1
14368652,2
14371412,2
14371602,2
14373046,3
14373472,1
14376864,2
14377364,2
14377496,2
14379298,1
14379610,3
14379964,2
14380146,2
14380166,3
14380170,3
14380528,1
14382200,3
14382434,3
14383544,1
14384256,1
14386218,3
14387328,3
14392046,2
14395812,1
14396950,1
14397720,3
14400548,3
14400864,1
14404242,2
14407144,1
14407304,1
14407642,1
14407924,1
14409308,2
14410506,3
14410522,1
14413996,1
14415208,1
14416916,2
14418518,2
14421826,1
14422562,1
14434544,1
14435902,2
14438892,1
14441154,3
14441232,2
14442294,1
14442622,1
14444342,2
14445836,3
14445984,3
14446746,2
14448528,1
14449472,2
14449624,2
14449794,2
14450064,1
14452060,1
14454826,2
14455130,2
14459454,3
14460578,1
14461148,2
14462196,2
14462554,1
14463400,2
14463872,2
14464236,2
14465620,3
14465698,2
14469036,1
14469112,3
14470202,2
14470846,2
14471850,1
14471908,2
14472626,3
14475350,2
14477218,1
14479038,2
14479590,3
14479746,3
14481438,3
14482348,2
14485446,1
14551588,1
14554712,3
14564888,2
14565804,2
14566758,2
14568344,3
14568586,1
14569102,3
14569334,1
14569556,1
14569876,3
14570030,1
14571238,3
14571488,2
14571702,3
14573260,2
14573978,2
14574650,3
14574766,3
14575136,1
14575142,2
14575170,1
14575196,2
14575212,2
14575252,1
14575262,2
14575426,2
14575438,3
14575494,1
14575656,2
14575662,3
14575672,3
14575682,2
14575766,1
14575810,2
14575868,2
14575970,1
14576090,1
14576092,1
14576198,2
14576208,1
14576210,2
14576222,1
14576254,2
14576302,2
14576464,1
14576522,3
14576538,1
14576560,2
14576564,3
14576622,2
14576722,2
14576892,3
14576926,2
14576932,1
14576966,3
14577042,2
14577122,2
14577162,2
14577172,3
14577176,1
14577226,2
14577250,1
14577316,1
14577430,2
14577438,2
14577462,3
14577530,3
14577674,1
14577700,1
14577976,1
14578010,2
14578086,2
14578138,3
14578154,1
14578198,3
14578208,3
14578246,2
14578282,2
14578290,2
14578292,3
14578296,2
14578300,3
14578316,2
14578380,2
14578388,2
14578396,2
14578438,1
14578500,1
14578536,2
14578616,2
14578646,3
14578682,3
14578744,2
14578868,3
14578992,2
14579028,3
14579086,3
14579168,2
14579178,1
14579210,1
14579258,3
14579278,3
14579496,1
14579662,1
14579744,1
14579762,2
14579778,2
14579818,2
14580530,1
14580562,1
14580624,1
14580630,1
14580640,1
14580646,2
14580656,2
14580690,1
14580700,1
14580812,3
14580888,2
14580906,2
14580932,3
14581024,2
14581040,1
14581056,3
14581212,3
14581224,1
14581260,2
14581400,2
14581452,3
14581462,1
14581464,1
14581468,1
14581512,3
14581534,2
14581546,3
14581592,1
14581620,1
14581722,2
14581736,2
14581816,3
14581886,3
14581990,3
14582074,1
14582132,3
14582180,1
14582238,3
14582316,2
14582336,2
14582560,1
14582634,2
14582968,1
14583086,1
14583166,1
14583174,1
14583352,3
14583536,1
14583666,1
14583678,2
14583818,2
14583820,2
14583862,3
14583940,2
14583958,3
14583990,2
14584074,1
14584084,1
14584160,3
14584204,1
14584286,1
14584294,1
14584350,2
14584354,1
14584372,3
14584454,1
14584572,3
14584588,1
14584610,2
14584630,2
14584782,3
14584850,2
14584880,2
14584906,1
14584988,1
14585034,3
14585042,2
14585078,3
14585114,1
14585126,1
14585150,1
14585210,1
14585224,2
14585238,2
14585278,3
14585296,2
14585306,2
14585338,1
14585374,1
14585392,1
14585454,1
14585468,2
14585484,1
14585556,1
14585588,2
14585608,1
14585646,3
14585696,2
14585716,1
14585920,2
14586014,1
14586046,1
14586280,3
14586300,1
14586302,1
14586308,3
14586398,3
14586602,1
14587126,3
14587188,1
14587228,3
14587258,3
14587262,2
14587270,3
14587300,3
14587324,1
14587418,2
14587440,1
14587450,3
14587472,2
14587520,1
14587530,2
14587622,2
14587624,3
14587648,1
14587704,1
14588014,2
14588072,2
14588076,2
14588088,2
14588102,2
14588114,1
14588124,2
14588142,1
14588178,1
14588244,1
14588250,1
14588268,3
14588292,2
14588332,3
14588478,2
14588494,1
14588666,3
14588742,3
14588880,2
14589016,1
14589070,1
14589114,1
14589146,1
14589154,2
14589394,1
14589450,3
14589458,2
14589460,1
14589584,3
14589588,2
14589726,1
14589888,2
14589910,2
14589930,1
14589992,3
14590014,3
14590094,1
14590150,2
14590226,2
14590244,1
14590268,2
14590334,3
14590428,3
14590450,3
14590506,2
14590754,3
14590832,3
14590900,1
14590958,3
14590970,3
14590990,1
14591060,3
14591110,2
14591260,1
14591304,2
14591354,2
14591390,3
14591392,2
14591394,1
14591524,1
14591528,3
14591546,2
14591592,2
14591616,3
14591680,2
14591884,1
14591914,2
14592010,1
14592042,3
14592064,1
14592072,3
14592092,2
14592144,2
14592182,1
14592184,2
14592220,3
14592368,2
14592456,1
14592458,1
14592530,3
14592630,3
14592660,2
14592672,2
14592852,2
14592854,2
14592910,2
14593018,2
14593092,1
14593128,2
14593242,3
14593360,3
14593462,2
14593524,1
14593594,2
14593644,2
14593672,1
14593762,1
14594212,3
14594366,2
14594426,3
14594610,1
14594634,2
14594656,3
14594802,1
14594814,1
14594926,2
14595038,1
14595050,3
14595128,3
14595256,3
14595286,3
14595314,2
14595336,1
14595392,2
14595394,2
14595476,3
14595570,1
14595790,2
14595800,1
14595868,3
14595922,2
14595936,1
14595944,3
14596144,1
14596200,3
14596304,3
14596312,1
14596322,1
14596362,2
14596462,2
14596670,2
14596720,1
14596778,3
14597042,2
14597546,2
14597594,3
14597700,3
14597726,3
14597756,1
14597864,3
14597880,2
14597930,1
14597974,2
14598120,1
14598212,3
14598226,3
14598400,1
14598404,3
14598422,2
14598676,2
14598684,3
14598700,1
14598734,2
14598816,3
14598886,2
14599112,3
14599168,1
14599192,1
14599212,2
14599250,1
14599298,2
14599476,1
14599490,3
14599502,3
14599582,2
14599602,1
14599626,2
14599752,3
14599754,2
14599792,1
14600032,3
14600044,2
14600090,3
14600140,2
14600830,1
14600934,2
14601000,1
14601086,2
14601094,2
14601184,2
14601188,2
14601218,3
14601242,1
14601308,3
14601466,2
14601592,2
14601700,1
14601710,1
14601766,2
14601822,2
14601862,1
14601894,3
14601928,2
14601936,2
14601960,3
14602000,1
14602006,2
14602074,1
14602228,2
14602238,2
14602346,1
14602490,3
14603160,1
14603422,3
14603448,3
14603500,3
14603648,2
14603666,3
14603694,1
14603812,1
14603832,2
14603906,1
14603936,2
14603996,2
14604262,3
14604296,1
14604338,3
14604406,3
14604486,1
14604534,1
14604584,1
14604650,1
14604682,1
14604840,1
14604986,1
14604988,2
14605038,2
14605042,1
14605210,2
14605284,3
14605294,1
14605394,3
14605402,1
14605516,1
14605618,2
14605658,2
14605692,3
14605762,3
14605776,3
14605870,2
14605920,3
